exercise_id,category,common_mistakes,created_at,description,difficulty,equipment,form_tips,image_url,instructions,muscle_groups,name,updated_at,variations,video_url
71234f2a-1c3f-4d69-8a2b-28b9d2f01234,Pilates,"Arching the back, holding breath, rushing the movement",2023-07-15T10:00:00Z,"The Hundred is a foundational Pilates exercise that warms up the body, engages the core, and stimulates circulation.",Beginner,Mat,"Keep your abs drawn in, maintain a neutral spine, breathe rhythmically with the arm pumps",https://example.com/images/hundred.jpg,"1. Lie on your back with knees bent and feet flat. 2. Lift your head and shoulders off the mat. 3. Extend legs to a 45-degree angle. 4. Pump arms up and down while inhaling for 5 counts and exhaling for 5 counts. 5. Complete 10 sets (100 counts total).",["Abdominals","Shoulders","Hip Flexors"],The Hundred,2023-07-15T10:00:00Z,"For beginners: Keep knees bent at 90 degrees. For advanced: Lower legs closer to the mat while maintaining proper form.",https://example.com/videos/hundred.mp4
9a87b654-c3d2-45e6-8f90-123456789012,Pilates,"Rushing the rolling motion, straining the neck, using momentum instead of control",2023-07-15T10:00:00Z,"Roll Up is a precise movement that strengthens the abdominals while stretching the back and hamstrings.",Intermediate,Mat,"Focus on articulating through each vertebra, keep shoulders relaxed and away from ears, use control rather than momentum",https://example.com/images/rollup.jpg,"1. Lie on your back with arms extended overhead. 2. Inhale to prepare. 3. Exhale as you roll up one vertebra at a time, reaching toward your toes. 4. Inhale at the top. 5. Exhale as you roll back down with control.",["Abdominals","Spinal Extensors","Hamstrings"],Roll Up,2023-07-15T10:00:00Z,"Beginners can bend knees slightly or use hands behind thighs for assistance. Advanced practitioners can add a pause at the top or perform with straight legs and arms overhead.",https://example.com/videos/rollup.mp4
b1c2d3e4-f5e6-7a8b-9c0d-123456789012,Pilates,"Lifting shoulders, tucking chin too much, using arm strength instead of abdominal control",2023-07-15T10:00:00Z,"Single Leg Circles strengthen the abdominals while improving hip mobility and leg control.",Beginner,Mat,"Keep your pelvis stable throughout the movement, maintain a neutral spine, and focus on using your abdominals to control the movement rather than momentum",https://example.com/images/single_leg_circles.jpg,"1. Lie on your back with one leg extended to the ceiling and the other leg extended along the mat. 2. Circle the raised leg in a controlled manner, making a small circle. 3. Perform 5-10 circles in one direction, then reverse.",["Abdominals","Hip Flexors","Adductors","Hamstrings"],Single Leg Circles,2023-07-15T10:00:00Z,"Beginners can bend the stationary leg or make smaller circles. Advanced practitioners can perform larger circles or add ankle weights.",https://example.com/videos/single_leg_circles.mp4
c5d6e7f8-a9b0-1c2d-3e4f-123456789012,Pilates,"Collapsing chest, dropping head, arching low back",2023-07-15T10:00:00Z,"Rolling Like a Ball massages the spine, develops balance, and strengthens the abdominals.",Beginner,Mat,"Find your balance point, keep elbows wide, maintain a C-curve shape throughout",https://example.com/images/rolling_like_a_ball.jpg,"1. Sit with knees bent, feet off the mat, and hands holding behind thighs. 2. Round your back into a C-curve. 3. Inhale as you roll back to your shoulder blades. 4. Exhale as you roll back up to the starting position, without letting your feet touch the mat.",["Abdominals","Spinal Flexors","Balance"],Rolling Like a Ball,2023-07-15T10:00:00Z,"Beginners can place hands on ankles for more support. Advanced practitioners can place hands behind head or extend arms forward.",https://example.com/videos/rolling_like_a_ball.mp4
d7e8f9a0-b1c2-3d4e-5f6a-123456789012,Pilates,"Raising shoulders, collapsing chest, not engaging abdominals properly",2023-07-15T10:00:00Z,"Single Leg Stretch targets the abdominal muscles while improving coordination and breath control.",Intermediate,Mat,"Keep shoulder blades on the mat, maintain a stable pelvis, and coordinate breath with movement",https://example.com/images/single_leg_stretch.jpg,"1. Lie on your back, lift head and shoulders off the mat. 2. Bring both knees toward chest. 3. Extend one leg while pulling the other knee in with both hands. 4. Switch legs in a fluid motion, coordinating with breath.",["Abdominals","Hip Flexors","Obliques"],Single Leg Stretch,2023-07-15T10:00:00Z,"Beginners can keep head and shoulders on the mat. Advanced practitioners can lift higher or extend legs lower to increase intensity.",https://example.com/videos/single_leg_stretch.mp4
e9f0a1b2-c3d4-5e6f-7a8b-123456789012,Pilates,"Allowing hips to rock, dropping knees to sides, holding breath",2023-07-15T10:00:00Z,"Double Leg Stretch intensifies core engagement while coordinating arm and leg movements.",Advanced,Mat,"Keep lower back pressed into mat, maintain stable core throughout, coordinate breath with movement pattern",https://example.com/images/double_leg_stretch.jpg,"1. Lie on back with knees to chest, head and shoulders lifted. 2. Inhale as you extend arms overhead and legs out to 45 degrees. 3. Exhale as you circle arms around and return to starting position.",["Abdominals","Hip Flexors","Shoulders","Lats"],Double Leg Stretch,2023-07-15T10:00:00Z,"Intermediate practitioners can bring legs higher or bend knees slightly. Beginners should master Single Leg Stretch first.",https://example.com/videos/double_leg_stretch.mp4
f1a2b3c4-d5e6-7f8a-9b0c-123456789012,Pilates,"Lifting shoulders toward ears, twisting from shoulders instead of waist, rushing the movement",2023-07-15T10:00:00Z,"Spine Twist strengthens obliques and rotational core muscles while improving spinal mobility.",Beginner,Mat,"Sit tall with a lengthened spine, initiate the twist from your waist not shoulders, keep hips anchored throughout",https://example.com/images/spine_twist.jpg,"1. Sit tall with legs extended in front, slightly apart. 2. Extend arms out to sides at shoulder height. 3. Inhale to prepare, then exhale as you twist torso to one side. 4. Inhale to center, then exhale to twist to the other side.",["Obliques","Spinal Rotators","Core"],Spine Twist,2023-07-15T10:00:00Z,"Beginners can perform with crossed legs. Advanced practitioners can perform with legs together or raised slightly off mat.",https://example.com/videos/spine_twist.mp4
a3b4c5d6-e7f8-9a0b-1c2d-123456789012,Pilates,"Collapsing chest, hunching shoulders, hyperextending spine",2023-07-15T10:00:00Z,"Swimming strengthens the entire posterior chain while developing coordination and back extension.",Advanced,Mat,"Keep neck long, engage lower abdominals to support lower back, focus on length rather than height",https://example.com/images/swimming.jpg,"1. Lie on stomach with arms extended overhead and legs straight. 2. Lift arms, chest, and legs off mat. 3. Flutter opposite arm and leg in a controlled swimming motion. 4. Breathe normally throughout.",["Erector Spinae","Glutes","Hamstrings","Shoulders"],Swimming,2023-07-15T10:00:00Z,"Intermediate practitioners can lift just arms or just legs. Beginners should master single limb lifts before attempting.",https://example.com/videos/swimming.mp4
a5b6c7d8-e9f0-1a2b-3c4d-123456789012,Pilates,"Holding breath, using momentum, losing core engagement",2023-07-15T10:00:00Z,"Teaser is one of the most challenging Pilates exercises, requiring exceptional core strength and control.",Advanced,Mat,"Keep your chest open, shoulders down, and focus on using your deep abdominals to control the movement",https://example.com/images/teaser.jpg,"1. Lie on back with legs extended at 45 degrees, arms overhead. 2. Inhale to prepare. 3. Exhale as you roll up, bringing arms parallel to legs. 4. Hold in V-position. 5. Roll down with control.",["Abdominals","Hip Flexors","Spinal Extensors"],Teaser,2023-07-15T10:00:00Z,"Intermediate practitioners can perform with bent knees or one leg at a time. Beginners should build up with modified versions.",https://example.com/videos/teaser.mp4
a7b8c9d0-e1f2-3a4b-5c6d-123456789012,Pilates,"Raising hips, arching back, not engaging core",2023-07-15T10:00:00Z,"Pilates Plank builds full-body strength with emphasis on core stabilization.",Intermediate,Mat,"Keep shoulders away from ears, engage abdominals to support spine, maintain a straight line from head to heels",https://example.com/images/pilates_plank.jpg,"1. Begin in hands and knees position. 2. Step feet back to plank position, aligning shoulders over wrists. 3. Draw navel to spine and hold position with proper alignment. 4. Hold for 30-60 seconds, breathing normally.",["Abdominals","Shoulders","Chest","Arms","Glutes"],Pilates Plank,2023-07-15T10:00:00Z,"Beginners can perform from knees. Advanced practitioners can add leg lifts or arm reaches.",https://example.com/videos/pilates_plank.mp4
a9b0c1d2-e3f4-5a6b-7c8d-123456789012,Pilates,"Rushing the roll, using momentum, losing C-curve",2023-07-15T10:00:00Z,"Seal is an advanced rolling exercise that massages the spine, challenges balance, and requires deep core control.",Advanced,Mat,"Maintain deep C-curve, clap feet 3 times in air, control the roll back and forth using abdominals",https://example.com/images/seal.jpg,"1. Sit balanced on sit bones, knees bent wide, feet together. 2. Thread arms under legs, grasp outside of ankles. 3. Round spine into C-curve. 4. Inhale, roll back to shoulder blades, clapping feet 3 times. 5. Exhale, roll back up to balance without feet touching mat.",["Abdominals","Spinal Flexors","Balance","Hip Flexors"],Seal,2023-07-15T10:00:00Z,"Intermediate can practice Rolling Like a Ball. Beginners should master basic core control first.",https://example.com/videos/seal.mp4
11223344-aabb-ccdd-eeff-123456789018,Pilates,"Collapsing shoulder, hiking hip, using momentum",2023-07-15T10:00:00Z,"Side Bend prepares the body for more advanced side-lying work by strengthening the obliques and shoulder stabilizers.",Intermediate,Mat,"Lift from obliques not shoulder, keep hips stacked, maintain long line from head to feet",https://example.com/images/side_bend.jpg,"1. Sit sideways with legs stacked or staggered, bottom hand supporting on mat. 2. Lift hips off mat, supporting weight on hand and feet/knee. 3. Reach top arm overhead. 4. Lower hips with control. Repeat other side.",["Obliques","Shoulders","Core","Gluteus Medius"],Side Bend,2023-07-15T10:00:00Z,"Beginners can perform from forearm or bent knee. Advanced can lift top leg or add rotation.",https://example.com/videos/side_bend.mp4
